Player;Age;Min;Gls;Ast;CrdY;CrdR;G+A;SoT;Cmp;Cmp%;KP;Prog;SCA;GCA;Tkl+Int;Clr;PPM;Season;Team;League;Nationality;Position
Theo Walcott;30;1287;2;3;1;0;35;10;2660;657;190;340;320;40;280;50;14;2019-2020;Everton;England;England;Midfielder
Theodor Gebre Selassie;32;2427;2;2;2;0;15;3;11180;836;180;1020;330;40;770;1130;10;2019-2020;Werder Bremen;Germany;Czech Republic;Defender
Thiago Alcántara;28;1771;3;0;7;0;15;8;16490;896;220;1970;570;80;770;190;217;2019-2020;Bayern Munich;Germany;Spain;Midfielder
Thiago Cionek;33;2169;0;1;11;0;4;2;10290;757;140;910;290;30;880;1060;57;2019-2020;SPAL;Italy;Poland;Defender
Thiago Maia;22;48;0;0;0;0;0;0;310;795;10;40;10;0;50;10;10;2019-2020;Lille;France;Brazil;Midfielder
Thiago Mendes;27;1812;0;6;4;1;3;3;10360;864;220;960;420;80;720;380;136;2019-2020;Lyon;France;Brazil;Midfielder
Thiago Silva;34;1571;0;0;1;0;0;2;14400;959;0;890;140;20;470;710;267;2019-2020;Paris S-G;France;Brazil;Defender
Thibaut Vargas;19;151;0;0;0;0;0;0;460;708;20;20;40;10;10;30;20;2019-2020;Montpellier;France;France;Defender
Thierry Ambrose;22;548;0;0;1;0;0;4;1400;725;110;170;230;0;110;30;106;2019-2020;Metz;France;France;Forward
Thierry Correia;20;259;0;0;0;0;0;0;1070;799;20;120;40;10;80;130;10;2019-2020;Valencia;Spain;Portugal;Defender
Thilo Kehrer;22;480;1;0;0;0;19;3;3760;935;20;160;60;10;120;50;30;2019-2020;Paris S-G;France;Germany;Defender
Thomas Basila;20;415;0;0;1;0;0;0;2080;835;10;80;10;0;70;270;57;2019-2020;Nantes;France;France;Defender
Thomas Delaine;27;1254;0;0;4;0;0;4;4680;691;110;330;220;0;390;280;10;2019-2020;Metz;France;France;Defender
Thomas Delaney;27;830;0;0;4;0;0;0;5060;863;10;300;90;20;480;380;191;2019-2020;Dortmund;Germany;Denmark;Midfielder
Thomas Doyle;17;16;0;0;0;0;0;1;190;1000;0;0;0;0;0;0;30;2019-2020;Manchester City;England;England;Midfielder
Thomas Foket;24;2430;0;1;3;0;4;1;10540;806;240;820;440;30;780;840;152;2019-2020;Reims;France;Belgium;Defender
Thomas Lemar;23;925;0;0;2;0;0;3;3190;788;60;470;200;10;170;30;177;2019-2020;Atlético Madrid;Spain;France;Midfielder
Thomas Mangani;32;1871;2;2;0;0;19;6;10730;786;520;1350;780;20;450;310;125;2019-2020;Angers;France;France;Midfielder
Thomas Meunier;27;1242;0;1;3;0;7;2;7720;835;180;550;250;30;390;250;25;2019-2020;Paris S-G;France;Belgium;Defender
Thomas Monconduit;28;1364;0;0;8;0;0;2;5460;770;100;680;150;0;350;310;53;2019-2020;Amiens;France;France;Midfielder
Thomas Müller;29;2255;8;21;5;0;116;20;10230;753;820;1490;1360;280;610;120;239;2019-2020;Bayern Munich;Germany;Germany;Midfielder
Thomas Partey;26;2549;3;0;13;0;11;8;14140;830;170;1780;500;90;930;540;194;2019-2020;Atlético Madrid;Spain;Ghana;Midfielder
Thomas Pledl;25;91;0;0;0;0;0;0;210;553;10;10;20;0;50;0;8;2019-2020;Düsseldorf;Germany;Germany;Defender
Thorgan Hazard;26;2380;7;13;3;0;76;21;9610;768;570;910;1040;200;560;40;209;2019-2020;Dortmund;Germany;Belgium;Forward
Théo Pellenard;25;455;0;0;1;0;0;0;2100;747;60;270;110;0;120;80;138;2019-2020;Angers;France;France;Defender
Théo Sainte-Luce;20;22;0;0;0;0;0;0;20;1000;0;0;0;0;0;0;0;2019-2020;Nîmes;France;France;Defender
Tiago Djaló;19;661;0;0;1;0;0;0;3800;880;0;150;30;0;140;480;113;2019-2020;Lille;France;Portugal;Defender
Tiemoué Bakayoko;24;1719;1;2;4;1;16;8;8310;865;80;810;300;30;980;200;145;2019-2020;Monaco;France;France;Midfielder
Tim Lemperle;17;16;0;0;0;0;0;0;20;1000;0;0;0;0;0;0;0;2019-2020;Köln;Germany;Germany;Forward
Timm Klose;31;585;0;0;0;0;0;0;3310;851;0;150;20;0;110;300;0;2019-2020;Norwich City;England;Switzerland;Defender
Timo Becker;22;336;0;0;0;0;0;1;1200;800;40;110;80;0;160;70;8;2019-2020;Schalke 04;Germany;Germany;Defender
Timo Werner;23;2795;28;8;4;0;116;59;7640;717;530;1080;1170;190;210;50;194;2019-2020;RB Leipzig;Germany;Germany;Forward
Timothy Castagne;23;1769;1;2;4;0;15;4;9520;840;250;740;450;70;510;300;204;2019-2020;Atalanta;Italy;Belgium;Defender
Timothy Chandler;29;1220;5;1;4;0;44;8;2900;628;120;540;230;30;260;250;114;2019-2020;Eint Frankfurt;Germany;United States;Defender
Timothy Fosu-Mensah;21;136;0;0;1;0;0;0;620;849;20;50;30;0;50;20;233;2019-2020;Manchester Utd;England;Netherlands;Defender
Timothy Weah;19;85;0;0;1;0;0;0;210;677;10;10;20;0;10;10;10;2019-2020;Lille;France;United States;Midfielder
Timothée Kolodziejczak;27;1305;0;0;6;0;0;1;5630;781;80;590;130;10;410;600;127;2019-2020;Saint-Étienne;France;France;Defender
Timothée Nkada;20;148;0;0;1;0;0;0;150;600;20;20;50;10;10;0;113;2019-2020;Reims;France;France;Forward
Tin Jedvaj;23;2638;2;0;6;0;7;5;8540;765;60;630;170;10;720;1810;113;2019-2020;Augsburg;Germany;Croatia;Defender
Tobias Raschl;19;26;0;0;0;0;0;0;150;938;0;10;0;0;0;0;0;2019-2020;Dortmund;Germany;Germany;Midfielder
Tobias Strobl;29;615;0;0;1;0;0;0;3470;881;40;380;60;10;260;60;16;2019-2020;M'Gladbach;Germany;Germany;Midfielder
Toby Alderweireld;30;2957;2;2;7;0;12;5;15670;827;110;870;200;20;550;2290;164;2019-2020;Tottenham;England;Belgium;Defender
Todd Cantwell;21;2489;6;2;6;0;29;16;8840;799;360;770;740;50;610;350;57;2019-2020;Norwich City;England;England;Forward
Tom Cleverley;29;971;1;0;2;0;9;5;3660;780;140;450;310;10;360;160;67;2019-2020;Watford;England;England;Midfielder
Tom Davies;21;2027;1;0;8;0;4;5;6810;783;50;1110;240;0;640;350;133;2019-2020;Everton;England;England;Midfielder
Tom Krauß;18;4;0;0;0;0;0;0;50;1000;0;0;0;0;10;0;30;2019-2020;RB Leipzig;Germany;Germany;Midfielder
Tom Trybull;26;1130;0;0;2;0;0;2;5510;923;20;250;90;10;640;380;63;2019-2020;Norwich City;England;Germany;Midfielder
Toma Bašić;22;991;1;3;4;0;36;4;4560;786;230;450;330;40;420;190;153;2019-2020;Bordeaux;France;Croatia;Midfielder
Tommaso Augello;24;1135;0;2;2;0;16;0;6350;770;210;780;400;30;230;190;118;2019-2020;Sampdoria;Italy;Italy;Defender
Tomás Pina Isla;31;1344;1;0;6;1;7;1;4190;798;40;420;100;10;450;510;11;2019-2020;Alavés;Spain;Spain;Midfielder
Tomás Rincón;31;2702;1;3;10;0;13;7;10710;822;250;930;480;30;840;810;116;2019-2020;Torino;Italy;Venezuela;Midfielder
Tomáš Souček;24;1040;3;0;0;0;26;7;2740;699;20;230;80;10;500;380;10;2019-2020;West Ham;England;Czech Republic;Midfielder
Toni Kroos;29;2652;4;5;2;0;31;18;22330;889;630;1850;1050;70;690;130;231;2019-2020;Real Madrid;Spain;Germany;Midfielder
Toni Lato;21;470;1;0;3;0;19;2;1680;656;40;120;70;10;240;160;163;2019-2020;Osasuna;Spain;Spain;Defender
Toni Leistner;28;1012;0;0;3;0;0;0;5240;841;30;310;50;0;360;890;10;2019-2020;Köln;Germany;Germany;Defender
Toni Moya;21;4;0;0;0;0;0;0;0;;0;0;0;0;0;0;30;2019-2020;Atlético Madrid;Spain;Spain;Midfielder
Toni Villa;24;1354;0;1;4;0;7;6;3310;710;130;560;310;30;340;100;122;2019-2020;Valladolid;Spain;Spain;Midfielder
Tony Jantschke;29;1012;0;0;6;0;0;0;5380;833;80;550;120;0;580;630;206;2019-2020;M'Gladbach;Germany;Germany;Defender
Torben Müsel;20;1;0;0;0;0;0;0;0;;0;0;0;0;10;0;30;2019-2020;M'Gladbach;Germany;Germany;Forward
Toño;29;1589;0;2;2;0;11;0;7380;807;180;610;360;40;360;450;105;2019-2020;Levante;Spain;Spain;Defender
Trent Alexander-Arnold;20;3175;4;13;5;0;48;13;22540;716;850;2740;1510;230;920;980;261;2019-2020;Liverpool;England;England;Defender
Tristan Dingomé;28;892;0;1;1;0;1;1;2690;727;120;390;260;20;150;20;167;2019-2020;Reims;France;Cameroon;Midfielder
Troy Deeney;31;2225;10;2;3;0;49;16;4040;573;270;700;510;50;300;220;96;2019-2020;Watford;England;England;Forward
Troy Parrott;17;7;0;0;0;0;0;0;50;1000;0;0;0;0;0;0;15;2019-2020;Tottenham;England;Ireland;Midfielder
Trézéguet;24;1950;6;1;4;1;32;17;2950;663;180;330;470;20;590;170;91;2019-2020;Aston Villa;England;Egypt;Forward
Tyler Adams;20;953;0;0;0;0;0;1;5950;851;60;380;180;20;300;160;171;2019-2020;RB Leipzig;Germany;United States;Midfielder
Tyrick Mitchell;19;195;0;0;1;0;0;0;960;807;40;100;50;0;70;10;25;2019-2020;Crystal Palace;England;England;Defender
Tyrone Mings;26;2902;2;2;7;0;12;4;10550;791;70;500;130;20;450;2230;97;2019-2020;Aston Villa;England;England;Defender
Téji Savanier;27;1524;6;2;5;0;47;7;6860;748;290;1010;570;60;850;230;137;2019-2020;Montpellier;France;France;Midfielder
Unai Bustinza;27;2684;0;1;8;0;3;3;9010;700;140;950;320;20;1150;1530;88;2019-2020;Leganés;Spain;Spain;Defender
Unai García;27;536;1;0;0;0;17;1;1550;721;10;140;20;0;100;340;10;2019-2020;Osasuna;Spain;Spain;Defender
Unai López;23;1787;1;4;6;0;25;9;10040;830;360;680;480;50;510;230;162;2019-2020;Athletic Club;Spain;Spain;Midfielder
Unai Núñez;22;1572;0;0;7;0;0;3;5870;861;30;380;50;10;250;1250;9;2019-2020;Athletic Club;Spain;Spain;Defender
Unai Vencedor Paris;18;73;0;0;1;0;0;0;310;756;0;20;10;0;10;0;0;2019-2020;Athletic Club;Spain;Spain;Midfielder
Uwe Hünemeier;33;1209;1;0;7;1;7;1;6980;869;70;630;140;0;390;910;69;2019-2020;Paderborn 07;Germany;Germany;Defender
Valentin Eysseric;27;353;0;0;3;0;0;1;1150;788;120;120;180;10;60;30;83;2019-2020;Hellas Verona;Italy;France;Forward
Valentin Eysseric;27;42;0;0;0;0;0;1;160;667;0;20;40;0;0;10;67;2019-2020;Fiorentina;Italy;France;Midfielder
Valentin Rongier;24;1790;0;2;3;0;1;8;10970;868;230;880;520;30;980;170;20;2019-2020;Marseille;France;France;Midfielder
Valentin Rongier;24;270;0;1;0;0;33;1;1540;860;90;150;140;10;40;10;133;2019-2020;Nantes;France;France;Midfielder
Valentino Lazaro;23;480;1;0;0;1;19;1;1580;814;60;60;80;0;120;40;10;2019-2020;Newcastle Utd;England;Austria;Defender
Valentino Lazaro;23;323;0;1;2;0;28;0;1520;760;90;110;140;10;110;60;267;2019-2020;Inter;Italy;Austria;Defender
Valerio Verre;25;1774;3;2;4;0;25;11;5240;739;300;620;500;70;350;140;138;2019-2020;Hellas Verona;Italy;Italy;Forward
Valon Behrami;34;1107;0;0;4;1;0;1;3690;839;0;300;110;0;450;170;112;2019-2020;Genoa;Italy;Switzerland;Midfielder
Valon Berisha;26;941;0;1;1;0;1;3;50;714;0;0;0;0;10;20;108;2019-2020;Düsseldorf;Germany;Kosovo;Midfielder
Valon Berisha;26;33;0;0;0;0;0;0;3310;825;120;280;190;10;280;70;20;2019-2020;Lazio;Italy;Kosovo;Midfielder
Valter Birsa;32;430;0;0;1;0;0;0;2700;818;90;330;160;0;100;70;92;2019-2020;Cagliari;Italy;Slovenia;Midfielder
Valère Germain;29;1350;2;4;1;0;4;4;3300;750;110;220;210;50;260;210;188;2019-2020;Marseille;France;France;Forward
Vasco Regini;28;174;0;0;0;0;0;0;540;831;10;30;10;0;50;70;133;2019-2020;Sampdoria;Italy;Italy;Defender
Vasco Regini;28;51;0;0;0;0;0;0;210;955;0;10;0;0;0;30;15;2019-2020;Parma;Italy;Italy;Defender
Vedad Ibišević;34;1257;7;2;4;0;64;13;1710;710;130;150;290;40;40;170;128;2019-2020;Hertha BSC;Germany;Bosnia and Herzegovina;Forward
Vicente Esquerdo;20;15;0;0;0;0;0;0;60;667;0;10;0;0;0;0;233;2019-2020;Valencia;Spain;Spain;Midfielder
Vicente Iborra;31;2648;1;2;10;1;1;3;12470;862;80;800;250;30;820;840;159;2019-2020;Villarreal;Spain;Spain;Midfielder
Victor Lindelöf;25;3092;1;0;6;0;3;1;17640;876;40;930;170;20;550;1700;18;2019-2020;Manchester Utd;England;Sweden;Defender
Victor Moses;28;420;0;3;1;0;64;0;2210;786;90;320;230;80;80;30;225;2019-2020;Inter;Italy;Nigeria;Defender
Victor Osimhen;20;2287;13;4;4;0;67;32;2320;630;200;120;440;70;200;320;181;2019-2020;Lille;France;Nigeria;Forward
Victor Perea;19;1270;0;0;2;0;0;1;5070;728;120;410;260;0;350;250;56;2019-2020;Espanyol;Spain;Spain;Defender
Victor Wanyama;28;25;0;0;1;0;0;0;180;947;0;50;10;0;10;10;15;2019-2020;Tottenham;England;Kenya;Midfielder
Victorien Angban;22;1029;0;0;0;0;0;0;5480;881;30;430;110;0;340;80;13;2019-2020;Metz;France;C�te d'Ivoire;Midfielder
Vincent Laurini;30;884;0;2;4;0;2;0;4320;807;90;420;130;20;380;300;16;2019-2020;Parma;Italy;France;Defender
Vincent Manceau;30;1980;0;0;1;0;0;2;10630;807;140;1110;300;10;710;590;118;2019-2020;Angers;France;France;Defender
Vincent Pajot;28;113;0;1;0;0;8;0;360;750;20;10;40;10;40;20;15;2019-2020;Angers;France;France;Midfielder
Vincent Pajot;28;519;0;3;0;1;52;2;1970;807;90;110;140;30;310;140;229;2019-2020;Metz;France;France;Midfielder
Vincenzo Grifo;26;15;0;0;0;0;0;0;110;846;0;10;0;0;0;0;0;2019-2020;Hoffenheim;Germany;Italy;Midfielder
Vincenzo Grifo;26;1618;4;8;1;1;67;17;5530;724;350;600;740;100;300;150;135;2019-2020;Freiburg;Germany;Italy;Midfielder
Vincenzo Millico;18;216;0;0;0;0;0;0;600;706;40;50;60;0;10;20;0;2019-2020;Torino;Italy;Italy;Midfielder
Vinicius Júnior;19;1364;3;1;4;0;26;16;4210;774;210;360;540;60;300;0;221;2019-2020;Real Madrid;Spain;Brazil;Forward
Virgil van Dijk;28;3420;5;1;1;0;16;14;27910;905;70;1540;240;60;540;2590;261;2019-2020;Liverpool;England;Netherlands;Defender
Vitolo;29;1227;3;2;3;0;37;11;4490;842;140;370;390;30;220;60;179;2019-2020;Atlético Madrid;Spain;Spain;Midfielder
Vitorino Antunes;32;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;2019-2020;Getafe;Spain;Portugal;Midfielder
Vitorino Hilton;41;2510;0;2;2;0;7;0;10930;827;110;900;250;40;690;2110;143;2019-2020;Montpellier;France;Brazil;Defender
Vlad Chiricheș;29;707;0;0;0;0;0;0;4550;930;0;210;20;10;260;320;133;2019-2020;Sassuolo;Italy;Romania;Defender
Vladimír Darida;28;2256;3;4;8;1;28;14;8430;731;480;800;840;60;800;290;121;2019-2020;Hertha BSC;Germany;Czech Republic;Midfielder
Vlatko Stojanovski;22;123;0;0;0;0;0;2;200;714;30;0;50;0;30;10;17;2019-2020;Nîmes;France;North Macedonia;Forward
Vukašin Jovanović;23;573;0;1;4;0;16;0;4030;892;40;230;60;20;320;250;144;2019-2020;Bordeaux;France;Serbia;Defender
Víctor Camarasa;25;6;0;0;0;0;0;0;30;1000;0;0;10;0;0;0;0;2019-2020;Crystal Palace;England;Spain;Midfielder
Víctor Camarasa;25;1293;0;1;1;0;7;2;4300;807;140;360;240;20;270;180;106;2019-2020;Alavés;Spain;Spain;Midfielder
Víctor Campuzano;22;870;0;0;2;0;0;7;990;656;20;80;160;0;150;40;35;2019-2020;Espanyol;Spain;Spain;Forward
Víctor Díaz;31;2884;1;5;4;0;19;1;10200;677;270;1230;450;80;1060;1310;153;2019-2020;Granada;Spain;Spain;Defender
Víctor García;22;88;1;0;0;0;102;1;240;667;30;30;40;0;20;0;0;2019-2020;Valladolid;Spain;Spain;Forward
Víctor Laguardia;29;2654;1;2;9;1;1;1;7740;754;70;560;160;30;420;1820;10;2019-2020;Alavés;Spain;Spain;Defender
Víctor Sánchez;31;1688;0;1;11;1;5;1;7390;770;250;650;440;20;830;320;77;2019-2020;Espanyol;Spain;Spain;Midfielder
Wahbi Khazri;28;1149;3;2;4;0;39;8;2240;627;180;300;350;50;220;10;131;2019-2020;Saint-Étienne;France;Tunisia;Forward
Wakaso;29;1283;0;0;12;1;0;1;3510;719;20;390;80;0;640;220;10;2019-2020;Alavés;Spain;Ghana;Midfielder
Walace;24;1139;0;0;2;0;0;3;6110;893;80;500;230;10;560;210;125;2019-2020;Udinese;Italy;Brazil;Midfielder
Waldo Rubio;23;878;0;2;6;0;21;4;1880;629;150;160;350;30;240;120;119;2019-2020;Valladolid;Spain;Spain;Midfielder
Wendell;26;1903;0;2;6;1;9;1;16120;854;150;990;300;70;960;770;171;2019-2020;Leverkusen;Germany;Brazil;Defender
Wes Morgan;35;436;0;0;0;0;0;1;2200;924;0;80;60;0;70;300;227;2019-2020;Leicester City;England;Jamaica;Defender
Wesley Fofana;18;1215;1;0;4;0;7;1;5360;835;20;300;70;0;490;920;10;2019-2020;Saint-Étienne;France;France;Defender
Wesley Lautoa;31;1869;0;1;3;0;5;0;8670;877;70;540;180;20;910;630;117;2019-2020;Dijon;France;New Caledonia;Midfielder
Wesley Moraes;22;1782;5;1;3;0;3;17;2770;735;110;120;270;30;190;260;10;2019-2020;Aston Villa;England;Brazil;Forward
Wesley Moustache;20;45;0;0;0;0;0;0;200;741;0;0;0;0;0;50;10;2019-2020;Nantes;France;France;Defender
Wesley Saïd;24;1160;2;1;2;0;23;10;3310;821;110;390;290;20;200;100;52;2019-2020;Toulouse;France;France;Midfielder
Weston McKennie;20;2074;3;0;8;0;13;7;8480;803;170;800;500;20;850;700;114;2019-2020;Schalke 04;Germany;United States;Midfielder
Wilfred Ndidi;22;2674;2;1;6;0;1;2;14160;859;90;720;390;40;1740;830;178;2019-2020;Leicester City;England;Nigeria;Midfielder
Wilfrid Kaptoum;23;194;0;0;1;0;0;0;590;831;10;40;20;0;90;60;16;2019-2020;Betis;Spain;Cameroon;Midfielder
Wilfried Kanga;21;68;0;0;0;0;0;0;120;706;20;20;20;0;0;0;5;2019-2020;Angers;France;France;Forward
Wilfried Singo;18;132;1;0;0;0;68;1;530;757;30;20;50;10;30;40;75;2019-2020;Torino;Italy;C�te d'Ivoire;Defender
Wilfried Zaha;26;3280;4;3;5;0;19;17;9350;787;360;1490;1060;70;670;40;113;2019-2020;Crystal Palace;England;C�te d'Ivoire;Midfielder
Will Hughes;24;2252;1;1;9;0;8;3;6760;735;220;730;510;30;1130;300;83;2019-2020;Watford;England;England;Midfielder
Willi Orban;26;856;1;0;0;0;11;3;5090;893;30;440;130;0;310;770;167;2019-2020;RB Leipzig;Germany;Hungary;Defender
William;24;1364;1;1;0;0;13;6;6350;718;160;950;280;20;780;520;15;2019-2020;Wolfsburg;Germany;Brazil;Defender
William Carvalho;27;892;0;0;6;1;0;2;5640;890;80;410;140;10;120;130;115;2019-2020;Betis;Spain;Portugal;Midfielder
William Saliba;18;992;0;0;0;0;0;0;4790;881;0;340;40;0;420;490;125;2019-2020;Saint-Étienne;France;France;Defender
William Smallbone;19;393;0;2;0;0;46;0;1750;833;30;130;40;20;130;30;20;2019-2020;Southampton;England;Ireland;Midfielder
William Troost-Ekong;25;2576;0;0;5;0;0;0;8600;821;20;480;110;0;540;1590;117;2019-2020;Udinese;Italy;Nigeria;Defender
William Vainqueur;30;1715;0;0;8;0;0;3;8960;903;80;460;270;30;880;310;62;2019-2020;Toulouse;France;France;Midfielder
Willian;30;2600;9;7;4;0;55;26;12470;779;710;1440;1480;140;590;110;175;2019-2020;Chelsea;England;Brazil;Forward
Willian José;27;2011;11;1;4;0;54;19;4060;719;180;300;460;50;40;140;143;2019-2020;Real Sociedad;Spain;Brazil;Forward
Willy Boly;28;1979;0;1;3;1;5;3;7930;827;40;370;80;10;820;1360;164;2019-2020;Wolves;England;C�te d'Ivoire;Defender
Wissam Ben Yedder;28;2164;18;4;1;0;91;34;6130;755;450;810;890;130;250;20;15;2019-2020;Monaco;France;France;Forward
Wout Weghorst;26;2739;16;3;7;0;62;35;5330;652;370;610;830;90;180;250;134;2019-2020;Wolfsburg;Germany;Netherlands;Forward
Wu Lei;27;1719;4;0;3;0;21;15;2080;656;130;140;240;10;280;180;36;2019-2020;Espanyol;Spain;China;Forward
Wylan Cyprien;24;1772;7;3;3;1;51;15;11220;835;350;1090;680;100;380;150;145;2019-2020;Nice;France;France;Midfielder
Xabier Etxeita;31;1446;0;0;7;0;0;2;2090;568;10;270;50;0;290;1580;165;2019-2020;Getafe;Spain;Spain;Defender
Xaver Schlager;21;1719;1;2;4;0;16;8;5300;782;140;650;360;40;680;200;165;2019-2020;Wolfsburg;Germany;Austria;Midfielder
Xavi Quintill�;22;1573;0;2;6;0;11;1;8500;817;190;440;310;20;320;440;163;2019-2020;Villarreal;Spain;Spain;Defender
Xavier Chavalerin;28;2147;1;3;6;0;17;3;8480;774;380;890;570;40;1050;410;146;2019-2020;Reims;France;France;Midfielder
Xeka;24;709;0;0;4;0;0;3;3860;862;80;370;190;10;260;130;194;2019-2020;Lille;France;Portugal;Midfielder
Xherdan Shaqiri;27;185;1;0;0;0;49;1;900;826;30;140;40;0;10;0;257;2019-2020;Liverpool;England;Switzerland;Forward
Ximo Navarro;29;1903;0;0;8;0;0;1;6430;758;30;500;60;0;730;1020;113;2019-2020;Alavés;Spain;Spain;Defender
Xisco Campos;37;473;0;1;2;0;19;0;1530;773;20;20;20;10;160;360;11;2019-2020;Mallorca;Spain;Spain;Defender
Yacine Adli;19;1020;3;3;3;0;53;6;4600;792;180;550;380;70;360;40;133;2019-2020;Bordeaux;France;France;Midfielder
Yan Brice Eteki;21;1499;0;0;4;0;0;0;3380;792;30;310;150;20;470;270;129;2019-2020;Granada;Spain;Cameroon;Midfielder
Yan Valery;20;779;0;0;1;0;0;2;1980;623;20;150;70;0;320;400;91;2019-2020;Southampton;England;France;Defender
Yangel Herrera;21;2368;2;3;14;0;19;4;7140;758;190;990;500;90;1050;400;163;2019-2020;Granada;Spain;Venezuela;Midfielder
Yann Gboho;18;226;1;1;1;0;8;1;380;731;40;60;50;10;40;10;175;2019-2020;Rennes;France;France;Forward
Yann Karamoh;21;573;1;1;0;0;31;4;1070;718;100;140;260;30;100;40;43;2019-2020;Parma;Italy;France;Forward
Yann M'Vila;29;1942;0;2;1;0;9;3;10240;864;110;830;190;20;620;620;10;2019-2020;Saint-Étienne;France;France;Midfielder
Yannick Carrasco;25;631;1;2;2;0;43;6;1740;750;110;240;250;70;180;20;20;2019-2020;Atlético Madrid;Spain;Belgium;Midfielder
Yannick Gerhardt;25;828;2;0;1;0;22;4;3020;774;50;420;150;0;390;140;172;2019-2020;Wolfsburg;Germany;Germany;Midfielder
Yannik Keitel;19;174;0;0;0;0;0;1;540;857;10;10;20;0;60;40;10;2019-2020;Freiburg;Germany;Germany;Midfielder
Yannis Salibur;28;82;0;0;0;0;0;0;360;857;20;30;40;20;10;20;25;2019-2020;Mallorca;Spain;France;Midfielder
Yassine Benrahou;20;168;0;2;0;0;107;0;830;783;50;80;100;10;90;30;15;2019-2020;Bordeaux;France;France;Forward
Yassine Benrahou;20;762;2;3;1;0;59;10;2080;660;180;130;360;50;120;20;167;2019-2020;Nîmes;France;France;Midfielder
Yassine Benzia;24;173;0;0;0;0;0;0;600;741;40;40;50;0;60;0;67;2019-2020;Dijon;France;Algeria;Midfielder
Yaya Sanogo;26;910;3;1;1;0;4;10;1240;701;70;70;170;10;100;120;27;2019-2020;Toulouse;France;France;Forward
Yeray Álvarez;24;2810;0;0;2;0;0;2;11490;819;30;840;190;10;730;2640;138;2019-2020;Athletic Club;Spain;Spain;Defender
Yerry Mina;24;2284;2;1;3;0;12;10;10700;855;40;610;150;20;580;1780;128;2019-2020;Everton;England;Colombia;Defender
Yevhen Shakhov;28;1085;1;2;3;0;25;4;3340;833;150;200;310;70;460;110;104;2019-2020;Lecce;Italy;Ukraine;Midfielder
Yoann Court;29;1465;3;7;6;0;61;11;3780;689;160;510;390;80;690;170;117;2019-2020;Brest;France;France;Forward
Yohan Cabaye;33;858;0;1;3;0;1;3;4030;798;90;590;200;10;540;140;113;2019-2020;Saint-Étienne;France;France;Midfielder
Yoshinori Mutō;27;212;0;0;0;0;0;0;260;839;20;30;40;0;30;0;5;2019-2020;Newcastle Utd;England;Japan;Forward
Youcef Attal;23;1003;1;1;5;0;18;9;4110;807;90;400;320;20;460;120;131;2019-2020;Nice;France;Algeria;Forward
Youri Tielemans;22;2828;3;6;2;0;29;13;14550;807;520;1660;950;90;750;240;159;2019-2020;Leicester City;England;Belgium;Midfielder
Youssef Aït Bennasser;23;536;0;1;1;0;17;0;3570;864;40;380;80;20;160;70;117;2019-2020;Bordeaux;France;Morocco;Midfielder
Youssef En-Nesyri;22;1385;4;2;2;0;39;18;1630;613;70;130;240;50;100;190;61;2019-2020;Leganés;Spain;Morocco;Forward
Youssef En-Nesyri;22;796;4;0;1;0;45;8;1030;656;40;60;60;0;130;70;178;2019-2020;Sevilla;Spain;Morocco;Forward
Youssouf Fofana;20;610;0;2;1;0;3;2;3810;860;80;420;160;0;340;150;157;2019-2020;Monaco;France;France;Midfielder
Youssouf Fofana;20;1008;1;0;0;0;9;4;3060;857;50;320;120;20;240;110;169;2019-2020;Strasbourg;France;France;Midfielder
Youssouf Koné;24;818;0;0;1;1;0;0;5610;866;100;490;160;0;300;220;173;2019-2020;Lyon;France;Mali;Defender
Youssouf Sabaly;26;913;0;1;1;0;1;1;4880;817;120;500;210;10;330;330;108;2019-2020;Bordeaux;France;Senegal;Defender
Yun Il-lok;27;121;0;0;0;0;0;0;410;759;30;10;40;0;20;0;8;2019-2020;Montpellier;France;South Korea;Midfielder
Yunis Abdelhamid;31;2520;3;0;0;0;11;5;13280;877;20;800;160;10;850;1660;146;2019-2020;Reims;France;Morocco;Defender
Yunus Mallı;27;673;0;1;1;0;13;4;1520;714;40;130;150;20;120;40;108;2019-2020;Union Berlin;Germany;Turkey;Forward
Yuri Berchiche;29;2850;2;1;7;0;9;9;13510;797;270;1800;560;30;720;690;142;2019-2020;Athletic Club;Spain;Spain;Defender
Yussuf Poulsen;25;1222;5;6;2;0;81;10;2390;705;140;310;350;90;200;130;177;2019-2020;RB Leipzig;Germany;Denmark;Forward
Yusuf Yazıcı;22;848;1;4;2;1;53;3;3140;696;250;320;440;50;190;50;156;2019-2020;Lille;France;Turkey;Midfielder
Yuya Osako;29;1848;8;2;2;0;49;21;4930;757;300;640;640;50;320;80;96;2019-2020;Werder Bremen;Germany;Japan;Forward
